0.177,-0.071,0.161
-0.177,-0.134,0.193
-0.295,-0.259,0.207
-0.308,-0.305,0.194
-0.321,-0.334,0.171
-0.327,-0.319,0.122
-0.332,-0.380,0.079
-0.330,-0.423,0.038
-0.324,-0.422,-0.015
-0.316,-0.444,-0.072
-0.318,-0.461,-0.120
-0.314,-0.418,-0.172
-0.308,-0.378,-0.232
-0.289,-0.316,-0.280
-0.297,-0.247,-0.326
-0.308,-0.194,-0.367
-0.306,-0.136,-0.384
-0.311,-0.041,-0.394
-0.287,0.103,-0.399
-0.147,0.381,-0.479
-0.091,0.490,-0.496
-0.064,0.480,-0.493
-0.047,0.453,-0.474
-0.022,0.446,-0.455
-0.004,0.421,-0.441
0.022,0.380,-0.454
0.077,0.363,-0.478
0.133,0.376,-0.523
0.207,0.405,-0.588
0.286,0.400,-0.627
0.295,0.364,-0.655
0.295,0.328,-0.657
0.310,0.311,-0.661
0.316,0.302,-0.657
0.309,0.298,-0.653
0.345,0.307,-0.626
0.353,0.296,-0.559
0.376,0.275,-0.494
0.422,0.261,-0.438
0.489,0.302,-0.378
0.579,0.358,-0.313
0.689,0.413,-0.274
0.800,0.472,-0.233
0.884,0.528,-0.174
0.953,0.573,-0.115
0.935,0.534,-0.024
0.887,0.454,0.101
0.839,0.371,0.238
0.808,0.257,0.341
0.810,0.150,0.387
0.874,0.163,0.425
0.939,0.218,0.470
0.786,0.051,0.657
0.681,-0.097,0.708
0.632,-0.187,0.768
0.603,-0.232,0.805
0.601,-0.235,0.820
0.618,-0.173,0.848
0.615,-0.087,0.868
0.565,-0.085,0.823
0.492,-0.099,0.803
0.416,-0.105,0.797
0.331,-0.126,0.789
0.250,-0.163,0.781
0.164,-0.197,0.811
0.075,-0.241,0.840
0.015,-0.261,0.851
0.011,-0.263,0.817
-0.165,-0.300,0.871
-0.257,-0.282,0.809
-0.295,-0.228,0.808
-0.338,-0.210,0.785
-0.377,-0.198,0.764
-0.413,-0.183,0.734
-0.445,-0.166,0.702
-0.466,-0.164,0.649
-0.483,-0.173,0.599
-0.503,-0.167,0.550
-0.521,-0.180,0.481
-0.548,-0.169,0.421
-0.563,-0.181,0.352
-0.575,-0.180,0.290
-0.590,-0.201,0.231
-0.583,-0.200,0.196
-0.550,-0.238,0.168
-0.519,-0.299,0.104
-0.505,-0.255,0.069
-0.515,-0.222,0.032
-0.525,-0.174,-0.003
-0.526,-0.153,-0.037
-0.530,-0.142,-0.060
-0.514,-0.154,-0.091
-0.495,-0.173,-0.123
-0.468,-0.212,-0.144
-0.434,-0.251,-0.166
-0.405,-0.279,-0.193
-0.383,-0.271,-0.225
-0.368,-0.255,-0.247
-0.363,-0.242,-0.248
-0.362,-0.225,-0.250
-0.356,-0.194,-0.271
-0.338,-0.146,-0.296
-0.326,-0.102,-0.313
-0.280,-0.028,-0.360
-0.261,0.031,-0.390
-0.229,0.082,-0.418
-0.183,0.117,-0.449
-0.130,0.147,-0.492
-0.046,0.134,-0.515
-0.006,0.164,-0.528
0.045,0.161,-0.532
0.098,0.173,-0.529
0.159,0.174,-0.513
0.210,0.171,-0.485
0.266,0.178,-0.446
0.300,0.182,-0.401
0.319,0.188,-0.347
0.326,0.181,-0.297
0.324,0.171,-0.248
0.319,0.174,-0.206
0.316,0.219,-0.154
0.304,0.226,-0.148
0.298,0.227,-0.136
0.290,0.218,-0.126
0.274,0.214,-0.113
0.253,0.200,-0.092
0.231,0.178,-0.067
-0.215,0.138,-0.040

