0.061,-0.049,-0.026
0.018,0.004,-0.014
0.003,0.004,0.007
0.026,-0.031,0.019
0.022,-0.039,0.037
0.040,-0.059,0.048
0.050,-0.080,0.066
0.042,-0.065,0.084
0.033,-0.063,0.093
0.020,-0.064,0.103
0.030,-0.073,0.105
0.027,-0.064,0.118
0.034,-0.054,0.108
0.028,-0.028,0.102
0.041,-0.053,0.101
0.054,-0.115,0.142
0.030,-0.069,0.138
0.034,-0.028,0.123
0.047,0.007,0.087
0.080,-0.000,0.056
0.085,-0.025,0.034
0.081,-0.025,0.015
0.071,-0.014,-0.005
0.055,-0.020,-0.012
0.032,-0.021,0.003
-0.018,-0.041,0.004
-0.036,0.018,0.038
-0.083,0.035,0.064
-0.142,0.105,0.103
-0.187,0.154,0.133
-0.195,0.093,0.140
-0.225,0.012,0.145
-0.308,0.149,0.106
-0.323,0.344,0.148
-0.282,0.557,0.162
-0.258,0.673,0.163
-0.252,0.798,0.185
-0.256,0.921,0.232
-0.253,1.026,0.276
-0.269,1.063,0.340
-0.314,1.025,0.362
-0.349,1.088,0.420
-0.355,1.190,0.473
-0.319,1.333,0.550
-0.294,1.454,0.608
-0.382,1.490,0.652
-0.540,1.429,0.638
-0.662,1.423,0.638
-0.996,1.269,0.510
-1.128,1.220,0.337
-1.242,1.210,0.128
-1.371,0.922,-0.151
-1.427,0.744,-0.379
-1.403,0.351,-0.597
-1.307,0.036,-0.726
-1.007,-0.343,-0.930
-0.721,-0.742,-0.992
-0.398,-1.103,-1.001
-0.104,-1.224,-0.995
0.072,-1.338,-0.912
0.160,-1.270,-0.817
0.210,-1.099,-0.778
0.361,-1.112,-0.674
0.430,-1.033,-0.580
0.516,-0.986,-0.470
0.540,-0.892,-0.367
0.666,-0.837,-0.148
0.772,-0.914,-0.002
0.826,-0.903,0.055
0.711,-0.734,0.034
0.537,-0.532,-0.010
0.373,-0.353,-0.047
0.311,-0.269,-0.046
0.280,-0.237,-0.018
0.273,-0.250,0.030
0.258,-0.238,0.076
0.232,-0.216,0.113
0.214,-0.181,0.136
0.172,-0.148,0.143
0.113,-0.096,0.130
0.090,-0.084,0.133
0.022,-0.059,0.115
-0.035,0.001,0.089
-0.096,0.050,0.061
-0.114,0.053,0.068
-0.116,0.050,0.075
-0.107,0.043,0.081
-0.093,0.031,0.085
-0.077,0.032,0.078
-0.049,0.030,0.072
-0.029,0.015,0.070
-0.039,0.026,0.056
-0.059,0.056,0.033
-0.080,0.083,0.009
-0.097,0.101,-0.011
-0.102,0.103,-0.020
-0.081,0.090,-0.019
-0.051,0.066,-0.009
-0.041,0.062,0.002
-0.034,0.063,-0.003
-0.019,0.059,-0.016
-0.011,0.066,-0.020
-0.023,0.068,-0.014
-0.046,0.075,-0.019
-0.055,0.078,-0.014
-0.039,0.059,-0.016
-0.033,0.045,-0.014
-0.018,0.021,-0.016
-0.021,0.016,-0.004
-0.003,0.001,0.000
0.022,-0.021,0.002
0.025,-0.015,-0.009
-0.003,-0.002,-0.007
-0.001,-0.001,0.001
-0.000,-0.001,0.009
0.036,-0.037,-0.002
0.005,-0.007,-0.003
0.021,-0.029,-0.010
-0.008,-0.001,-0.006
0.024,-0.025,-0.004
0.022,-0.025,-0.001
0.019,-0.018,-0.007
0.004,-0.003,-0.011
-0.002,0.004,-0.013
0.015,-0.014,-0.021
0.019,-0.029,-0.018
0.005,-0.022,-0.012
-0.004,-0.003,-0.010
