0.035,0.023,0.000
0.014,0.008,0.006
0.011,0.005,0.001
-0.010,-0.010,0.007
0.005,0.005,0.002
0.001,-0.002,0.002
0.008,0.003,0.001
0.002,0.002,0.007
-0.000,-0.006,0.007
-0.005,-0.005,0.008
-0.001,-0.003,0.000
0.001,-0.002,-0.007
-0.006,0.001,-0.010
-0.004,-0.001,-0.010
-0.003,-0.002,-0.012
-0.007,-0.004,-0.015
-0.002,-0.001,-0.021
0.002,-0.004,-0.025
-0.004,-0.000,-0.028
0.003,0.000,-0.025
0.001,-0.008,-0.022
-0.002,-0.010,-0.020
-0.000,-0.001,-0.016
0.004,-0.003,-0.017
-0.004,0.004,-0.017
0.001,-0.002,-0.013
0.024,0.015,-0.007
-0.008,-0.009,0.009
0.001,0.001,-0.001
0.003,0.000,0.002
0.009,0.008,-0.009
0.001,0.001,-0.003
-0.002,0.004,0.006
0.013,0.008,0.011
0.010,0.014,0.008
0.005,0.011,0.004
0.001,0.000,0.010
-0.004,-0.001,0.017
-0.004,-0.003,0.023
0.000,-0.005,0.034
0.003,0.001,0.038
-0.002,-0.002,0.030
-0.001,-0.003,0.033
0.001,0.000,0.033
0.002,0.001,0.024
0.000,-0.006,0.020
-0.001,0.003,0.014
-0.001,-0.003,0.007
-0.001,-0.003,0.001
-0.008,-0.010,0.002
0.001,0.000,-0.004
-0.000,-0.000,-0.003
-0.002,-0.000,-0.003
0.000,-0.001,-0.004
0.003,0.005,-0.009
-0.000,-0.002,-0.012
-0.004,0.004,-0.011
0.001,-0.002,-0.015
-0.002,0.008,-0.017
0.002,-0.003,-0.024
0.006,0.011,-0.032
0.002,0.002,-0.026
0.005,0.004,-0.029
0.001,-0.001,-0.035
0.006,-0.000,-0.037
0.002,0.001,-0.031
0.007,0.003,-0.023
0.012,0.001,-0.007
0.015,-0.002,0.005
0.018,-0.001,0.020
0.014,-0.002,0.033
0.008,-0.000,0.036
0.000,0.002,0.037
-0.001,-0.002,0.036
0.007,-0.001,0.032
-0.003,0.005,0.029
0.003,-0.003,0.028
-0.000,-0.001,0.023
0.001,-0.001,0.016
-0.003,-0.002,0.003
0.004,0.004,0.002
0.004,0.003,-0.001
-0.000,-0.001,-0.003
0.002,0.001,-0.005
0.003,0.001,-0.007
0.000,-0.000,-0.004
0.001,0.000,-0.009
0.000,0.004,-0.006
0.001,-0.002,-0.010
-0.012,-0.020,0.002
-0.002,0.001,0.002
0.002,0.010,-0.001
0.000,0.001,-0.003
-0.000,0.002,-0.016
0.003,0.016,-0.017
0.002,0.001,-0.010
-0.006,0.004,-0.013
-0.005,-0.002,-0.006
-0.002,-0.005,-0.004
0.004,0.004,-0.003
0.003,0.002,-0.006
0.003,0.001,-0.004
0.000,-0.001,-0.003
0.001,-0.001,0.002
-0.006,-0.002,0.007
0.003,0.001,0.009
0.001,0.005,0.011
0.001,0.000,0.014
-0.008,0.004,0.013
0.001,-0.001,0.014
0.000,-0.001,0.012
-0.004,-0.002,0.010
0.002,0.000,0.006
0.012,0.001,0.000
0.004,0.000,-0.000
0.001,-0.000,-0.003
0.006,0.001,-0.006
-0.001,0.006,-0.010
0.001,0.002,-0.013
0.007,0.002,-0.012
0.003,0.001,-0.014
0.001,-0.000,-0.014
0.000,-0.003,-0.009
0.001,0.001,-0.002
0.003,0.002,-0.008
0.002,0.001,-0.011
0.004,-0.007,-0.013
-0.002,0.002,-0.013

